action,month,day,hour,count,sum,avg,std,step
TRANSFER,1,73,5,87,1544855,17756.954022988506,33946.44409192565,1733
CASH_IN,1,73,6,3,13150,4383.333333333333,3214.5502536643185,1734
CASH_OUT,1,73,6,3,56925,18975.0,31633.378336813792,1734
PAYMENT,1,73,6,26,737950,28382.69230769231,79517.15153639206,1734
TRANSFER,1,73,6,68,597805,8791.25,25918.48587362586,1734
CASH_IN,1,73,7,5,30700,6140.0,8196.981151619175,1735
CASH_OUT,1,73,7,3,14900,4966.666666666667,4928.0658815942525,1735
PAYMENT,1,73,7,85,2431385,28604.529411764706,68849.03685144149,1735
TRANSFER,1,73,7,114,1596885,14007.763157894737,39830.218583760434,1735
CASH_IN,1,73,8,4,44100,11025.0,10948.401709838747,1736
CASH_OUT,1,73,8,1,6050,6050.0,0.0,1736
PAYMENT,1,73,8,100,5518560,55185.6,312323.17363677226,1736
TRANSFER,1,73,8,159,2431160,15290.314465408805,45317.27204006935,1736
CASH_OUT,1,73,9,4,36600,9150.0,7906.010371862662,1737
DEBIT,1,73,9,4,2305000,576250.0,850434.9377426432,1737
PAYMENT,1,73,9,179,14459545,80779.58100558659,258153.71979731123,1737
TRANSFER,1,73,9,238,5358205,22513.46638655462,44238.7691659889,1737
CASH_IN,1,73,10,7,17135,2447.8571428571427,2381.758553994046,1738
CASH_OUT,1,73,10,6,55555,9259.166666666666,11917.218810052398,1738
DEBIT,1,73,10,3,87500,29166.666666666668,28005.95174839329,1738
PAYMENT,1,73,10,193,22988295,119110.33678756477,495814.48284932255,1738
TRANSFER,1,73,10,270,6330550,23446.48148148148,93009.70261689133,1738
CASH_IN,1,73,11,1,495000,495000.0,0.0,1739
CASH_OUT,1,73,11,3,34100,11366.666666666666,16586.917535616234,1739
DEBIT,1,73,11,5,5812500,1162500.0,1504300.08641893,1739
PAYMENT,1,73,11,212,18098215,85368.93867924529,426133.9920948045,1739
TRANSFER,1,73,11,256,6446845,25182.98828125,100662.41759482608,1739
CASH_IN,1,73,12,4,42650,10662.5,13300.399430092315,1740
CASH_OUT,1,73,12,5,68155,13631.0,21147.761229028478,1740
DEBIT,1,73,12,2,41675,20837.5,29221.187732534076,1740
PAYMENT,1,73,12,242,17205470,71096.98347107437,338776.2788361459,1740
TRANSFER,1,73,12,303,7554015,24930.742574257427,130694.8202369979,1740
CASH_IN,1,73,13,7,267450,38207.142857142855,83067.46469271944,1741
CASH_OUT,1,73,13,7,259150,37021.42857142857,70037.1975996973,1741
DEBIT,1,73,13,5,1398700,279740.0,451975.9498579543,1741
PAYMENT,1,73,13,275,27403800,99650.18181818182,459722.06162234856,1741
TRANSFER,1,73,13,307,7614435,24802.71986970684,94155.79447914877,1741
CASH_IN,1,73,14,12,52910,4409.166666666667,8088.406639734242,1742
CASH_OUT,1,73,14,9,85705,9522.777777777777,15648.120316652876,1742
DEBIT,1,73,14,7,6315500,902214.2857142857,1844913.4093759626,1742
PAYMENT,1,73,14,298,31458940,105566.91275167785,398956.8074243982,1742
TRANSFER,1,73,14,352,19487045,55360.923295454544,218678.55681775106,1742
CASH_IN,1,73,15,6,22300,3716.6666666666665,2581.988897471611,1743
CASH_OUT,1,73,15,9,71000,7888.888888888889,9984.393690210292,1743
DEBIT,1,73,15,7,2798500,399785.71428571426,905145.1014958345,1743
PAYMENT,1,73,15,234,35610040,152179.65811965812,689605.9150741438,1743
TRANSFER,1,73,15,305,7793385,25552.081967213115,71964.82087516948,1743
CASH_IN,1,73,16,5,11750,2350.0,908.2951062292475,1744
CASH_OUT,1,73,16,6,38555,6425.833333333333,11823.722094444993,1744
PAYMENT,1,73,16,165,2999330,18177.757575757576,67116.02913304105,1744
TRANSFER,1,73,16,293,7724580,26363.754266211603,172232.49333138295,1744
CASH_IN,1,73,17,10,104400,10440.0,16625.16165334942,1745
CASH_OUT,1,73,17,6,8760,1460.0,1154.248673380221,1745
PAYMENT,1,73,17,212,4381075,20665.44811320755,68175.67026114621,1745
TRANSFER,1,73,17,293,9965325,34011.3481228669,295571.3820306154,1745
CASH_IN,1,73,18,7,14350,2050.0,1154.7005383792514,1746
CASH_OUT,1,73,18,6,44475,7412.5,14767.834556901022,1746
PAYMENT,1,73,18,201,9675390,48136.26865671642,367294.78786869213,1746
TRANSFER,1,73,18,275,3728970,13559.89090909091,56202.3399760515,1746
CASH_IN,1,73,19,11,165350,15031.818181818182,20014.510645120365,1747
CASH_OUT,1,73,19,11,65550,5959.090909090909,8631.593658815798,1747
PAYMENT,1,73,19,184,2154460,11709.021739130434,33869.81166477273,1747
TRANSFER,1,73,19,253,2552620,10089.407114624506,22278.51676771401,1747
CASH_IN,1,73,20,5,20700,4140.0,3923.072775261759,1748
CASH_OUT,1,73,20,6,47750,7958.333333333333,8107.429720118866,1748
PAYMENT,1,73,20,176,2420410,13752.329545454546,69493.10088038076,1748
TRANSFER,1,73,20,260,2294965,8826.788461538461,16049.764247702087,1748
CASH_IN,1,73,21,10,123300,12330.0,13301.31990108918,1749
CASH_OUT,1,73,21,6,78295,13049.166666666666,12051.170240547872,1749
PAYMENT,1,73,21,156,2213200,14187.179487179486,40509.88205276421,1749
TRANSFER,1,73,21,304,3698775,12167.02302631579,27202.314080899516,1749
CASH_IN,1,73,22,10,27300,2730.0,2094.3309724640517,1750
CASH_OUT,1,73,22,3,5750,1916.6666666666667,1171.893055416463,1750
PAYMENT,1,73,22,172,2016955,11726.482558139534,23043.501874435686,1750
TRANSFER,1,73,22,302,2345205,7765.579470198675,15792.72842718213,1750
CASH_IN,1,73,23,6,10205,1700.8333333333333,832.7689755668536,1751
CASH_OUT,1,73,23,3,61500,20500.0,10000.0,1751
PAYMENT,1,73,23,171,1958350,11452.33918128655,23051.32859694381,1751
TRANSFER,1,73,23,201,3141215,15627.935323383084,45725.85843470624,1751
CASH_IN,1,74,0,5,9550,1910.0,1322.1195104830729,1752
CASH_OUT,1,74,0,1,20500,20500.0,0.0,1752
PAYMENT,1,74,0,83,1405855,16938.01204819277,34636.96438478026,1752
TRANSFER,1,74,0,151,1909385,12644.933774834437,20160.24792329991,1752
CASH_IN,1,74,1,11,25405,2309.5454545454545,1722.1795123410545,1753
PAYMENT,1,74,1,75,750480,10006.4,30543.904339004705,1753
TRANSFER,1,74,1,128,1343205,10493.7890625,36055.04724431521,1753
CASH_IN,1,74,2,8,45750,5718.75,6132.287938212202,1754
CASH_OUT,1,74,2,3,17600,5866.666666666667,4283.78726518175,1754
PAYMENT,1,74,2,33,411090,12457.272727272728,20865.793968947008,1754
TRANSFER,1,74,2,87,967690,11122.87356321839,25042.943055463285,1754
CASH_IN,1,74,3,2,33550,16775.0,19410.08114357073,1755
PAYMENT,1,74,3,36,5622975,156193.75,831257.6761934507,1755
TRANSFER,1,74,3,58,514430,8869.48275862069,22324.776293837145,1755
CASH_IN,1,74,4,5,20105,4021.0,4327.898450749509,1756
CASH_OUT,1,74,4,1,1050,1050.0,0.0,1756
PAYMENT,1,74,4,16,188295,11768.4375,15460.373186391716,1756
TRANSFER,1,74,4,63,634600,10073.015873015873,25771.756523492833,1756
CASH_IN,1,74,5,7,6660,951.4285714285714,338.140925819821,1757
CASH_OUT,1,74,5,4,14955,3738.75,3458.685624626789,1757
PAYMENT,1,74,5,43,10281270,239099.3023255814,831379.172810358,1757
TRANSFER,1,74,5,71,10316925,145308.8028169014,630157.3990517112,1757
CASH_IN,1,74,6,1,1050,1050.0,0.0,1758
CASH_OUT,1,74,6,6,25945,4324.166666666667,4235.670450668544,1758
PAYMENT,1,74,6,31,1498970,48353.87096774193,186810.32887981005,1758
TRANSFER,1,74,6,46,402160,8742.608695652174,18366.997478543184,1758
CASH_IN,1,74,7,4,24650,6162.5,9569.950800988128,1759
CASH_OUT,1,74,7,3,15600,5200.0,6341.726894151151,1759
PAYMENT,1,74,7,60,3352600,55876.666666666664,290233.48373958474,1759
TRANSFER,1,74,7,92,1755685,19083.532608695652,62859.44039243013,1759
CASH_IN,1,74,8,7,57750,8250.0,12144.78626132767,1760
CASH_OUT,1,74,8,5,20845,4169.0,1973.5893696511441,1760
PAYMENT,1,74,8,91,12403155,136298.4065934066,746799.2924570679,1760
TRANSFER,1,74,8,130,2331680,17936.0,43091.03439816543,1760
CASH_IN,1,74,9,4,4800,1200.0,238.04761428476166,1761
CASH_OUT,1,74,9,6,68250,11375.0,9340.59687600316,1761
DEBIT,1,74,9,5,1832100,366420.0,582772.8487584164,1761
PAYMENT,1,74,9,164,17072010,104097.62195121951,454967.39339831803,1761
TRANSFER,1,74,9,215,11281755,52473.27906976744,231562.54108996832,1761
CASH_IN,1,74,10,6,70200,11700.0,14636.051380068327,1762
CASH_OUT,1,74,10,1,2050,2050.0,0.0,1762
DEBIT,1,74,10,6,3263500,543916.6666666666,1083740.8092651428,1762
PAYMENT,1,74,10,179,14832085,82860.81005586592,402001.3309243267,1762
TRANSFER,1,74,10,244,14200455,58198.58606557377,222001.7504457479,1762
CASH_IN,1,74,11,4,25650,6412.5,8838.870120100193,1763
CASH_OUT,1,74,11,6,53650,8941.666666666666,9014.844239734077,1763
DEBIT,1,74,11,9,6613005,734778.3333333334,1620370.6497395898,1763
PAYMENT,1,74,11,208,25466050,122432.93269230769,479610.7573244763,1763
TRANSFER,1,74,11,289,6796240,23516.401384083045,59635.41206135174,1763
CASH_IN,1,74,12,5,39150,7830.0,7980.648469892657,1764
CASH_OUT,1,74,12,3,39600,13200.0,14990.580375689262,1764
DEBIT,1,74,12,4,2535000,633750.0,643484.9778096352,1764
PAYMENT,1,74,12,215,10649375,49531.976744186046,201636.75584949486,1764
TRANSFER,1,74,12,301,6591090,21897.308970099668,61249.15943287893,1764
CASH_IN,1,74,13,6,43850,7308.333333333333,11520.000723379608,1765
CASH_OUT,1,74,13,7,75150,10735.714285714286,10334.55829912896,1765
DEBIT,1,74,13,3,1830000,610000.0,727890.7885115733,1765
PAYMENT,1,74,13,243,16699495,68722.20164609053,321629.3901239702,1765
TRANSFER,1,74,13,303,5917775,19530.610561056106,56892.103643594775,1765
CASH_IN,1,74,14,1,1050,1050.0,0.0,1766
CASH_OUT,1,74,14,4,41895,10473.75,13659.676286427873,1766
DEBIT,1,74,14,6,1525005,254167.5,411263.7345274927,1766
PAYMENT,1,74,14,286,40577050,141877.7972027972,692276.4888369091,1766
TRANSFER,1,74,14,311,14101090,45341.12540192926,222753.7388419871,1766
CASH_IN,1,74,15,3,13450,4483.333333333333,3611.555528208494,1767
CASH_OUT,1,74,15,8,35565,4445.625,6952.658503612639,1767
DEBIT,1,74,15,3,1572950,524316.6666666666,888324.3922314264,1767
PAYMENT,1,74,15,253,37373635,147721.87747035574,659569.3634512634,1767
TRANSFER,1,74,15,311,11482980,36922.765273311896,176544.34383300238,1767
CASH_IN,1,74,16,3,5150,1716.6666666666667,577.3502691896257,1768
CASH_OUT,1,74,16,8,52355,6544.375,10159.585704960049,1768
PAYMENT,1,74,16,210,15078355,71801.69047619047,497302.87693759234,1768
TRANSFER,1,74,16,279,6144965,22024.964157706094,128303.86748040904,1768
CASH_IN,1,74,17,7,31800,4542.857142857143,9241.231365075606,1769
CASH_OUT,1,74,17,8,68055,8506.875,10240.06240825709,1769
PAYMENT,1,74,17,191,5031365,26342.225130890052,152832.76739246244,1769
TRANSFER,1,74,17,266,5377310,20215.45112781955,55726.47364484905,1769
CASH_IN,1,74,18,6,60670,10111.666666666666,19946.322635179313,1770
CASH_OUT,1,74,18,8,125455,15681.875,14283.42144323271,1770
PAYMENT,1,74,18,204,5839840,28626.666666666668,161558.1805393307,1770
TRANSFER,1,74,18,299,5234255,17505.869565217392,48463.43235281435,1770
CASH_IN,1,74,19,4,24150,6037.5,8984.280253123601,1771
CASH_OUT,1,74,19,9,90350,10038.888888888889,10918.555816183343,1771
PAYMENT,1,74,19,170,1571960,9246.823529411764,14748.396850939966,1771
TRANSFER,1,74,19,263,2944885,11197.281368821294,37685.67403669356,1771
CASH_IN,1,74,20,5,5250,1050.0,0.0,1772
CASH_OUT,1,74,20,6,45585,7597.5,8232.432052558952,1772
PAYMENT,1,74,20,193,2199205,11394.844559585492,22169.95131663491,1772
TRANSFER,1,74,20,286,5175110,18094.79020979021,98330.22059665795,1772
CASH_IN,1,74,21,10,99300,9930.0,12031.745047535245,1773
CASH_OUT,1,74,21,6,25345,4224.166666666667,4852.494633347539,1773
PAYMENT,1,74,21,186,2436910,13101.666666666666,25470.24103318004,1773
TRANSFER,1,74,21,286,4740075,16573.68881118881,49918.527300353686,1773
CASH_IN,1,74,22,10,14965,1496.5,1387.5478970711847,1774
CASH_OUT,1,74,22,5,46375,9275.0,11908.42663830953,1774
PAYMENT,1,74,22,194,2864095,14763.376288659794,78158.6193922543,1774
TRANSFER,1,74,22,284,3199850,11267.077464788732,26547.629716205334,1774
CASH_IN,1,74,23,6,6755,1125.8333333333333,502.4979270272333,1775
CASH_OUT,1,74,23,4,27665,6916.25,7317.619575381054,1775
PAYMENT,1,74,23,117,1432455,12243.205128205129,34936.78108545108,1775
TRANSFER,1,74,23,191,2275295,11912.539267015707,35245.89370957428,1775
CASH_IN,1,75,0,1,3050,3050.0,0.0,1776
CASH_OUT,1,75,0,3,23200,7733.333333333333,4078.09187406725,1776
PAYMENT,1,75,0,119,1535870,12906.470588235294,22859.937565280765,1776
TRANSFER,1,75,0,194,2273440,11718.762886597939,28157.78312994875,1776
CASH_IN,1,75,1,5,7650,1530.0,1073.312629199899,1777
CASH_OUT,1,75,1,2,8100,4050.0,1414.213562373095,1777
PAYMENT,1,75,1,80,1151505,14393.8125,21262.402921644894,1777
TRANSFER,1,75,1,128,2218570,17332.578125,102478.38781368242,1777
CASH_IN,1,75,2,4,6955,1738.75,622.5,1778
CASH_OUT,1,75,2,1,1050,1050.0,0.0,1778
PAYMENT,1,75,2,44,1231870,27997.045454545456,51100.04923447068,1778
TRANSFER,1,75,2,82,916405,11175.670731707318,49430.231882192114,1778
CASH_IN,1,75,3,2,5500,2750.0,989.9494936611666,1779
PAYMENT,1,75,3,34,446880,13143.529411764706,23605.232487779886,1779
TRANSFER,1,75,3,78,824825,10574.679487179486,16614.83452203598,1779
CASH_IN,1,75,4,1,5050,5050.0,0.0,1780
CASH_OUT,1,75,4,2,1425,712.5,477.29707730091957,1780
PAYMENT,1,75,4,42,619585,14752.02380952381,28189.826483072946,1780
TRANSFER,1,75,4,67,613200,9152.23880597015,19941.9079868058,1780
CASH_IN,1,75,5,4,554100,138525.0,181386.97353080972,1781
CASH_OUT,1,75,5,4,306925,76731.25,121141.45205605717,1781
PAYMENT,1,75,5,215,31485830,146445.72093023255,487591.5623580584,1781
TRANSFER,1,75,5,576,26447210,45915.29513888889,160628.28435376653,1781
CASH_IN,1,75,6,3,3575,1191.6666666666667,312.5833222251842,1782
CASH_OUT,1,75,6,5,95600,19120.0,15582.706761021976,1782
PAYMENT,1,75,6,85,8243950,96987.64705882352,233309.44969507089,1782
TRANSFER,1,75,6,132,9280195,70304.50757575757,442413.60043725476,1782
CASH_IN,1,75,7,1,6450,6450.0,0.0,1783
CASH_OUT,1,75,7,3,11950,3983.3333333333335,3494.757979221642,1783
PAYMENT,1,75,7,109,6843560,62784.95412844037,318769.9594633219,1783
TRANSFER,1,75,7,113,2441230,21603.805309734515,68246.04274985714,1783
CASH_IN,1,75,8,5,65000,13000.0,10270.771636055395,1784
CASH_OUT,1,75,8,3,34050,11350.0,9775.863133248133,1784
PAYMENT,1,75,8,222,29107260,131113.7837837838,537561.2315541434,1784
TRANSFER,1,75,8,187,3255760,17410.48128342246,55453.51285723912,1784
CASH_IN,1,75,9,5,32200,6440.0,11221.54178355185,1785
CASH_OUT,1,75,9,3,35300,11766.666666666666,16225.46866297961,1785
DEBIT,1,75,9,8,5376835,672104.375,1052035.4332756149,1785
PAYMENT,1,75,9,300,60635635,202118.78333333333,669831.4269556141,1785
TRANSFER,1,75,9,406,17023485,41929.76600985222,151708.27314373385,1785
CASH_IN,1,75,10,1,1050,1050.0,0.0,1786
CASH_OUT,1,75,10,3,6715,2238.3333333333335,2455.587166714579,1786
DEBIT,1,75,10,7,1144650,163521.42857142858,181532.16853848717,1786
PAYMENT,1,75,10,268,37472045,139821.06343283583,587801.7938122369,1786
TRANSFER,1,75,10,374,15159305,40532.90106951872,170984.54919948953,1786
CASH_IN,1,75,11,3,11850,3950.0,1609.3476939431082,1787
CASH_OUT,1,75,11,9,179700,19966.666666666668,25429.682459676922,1787
DEBIT,1,75,11,10,1608500,160850.0,198255.03356367358,1787
PAYMENT,1,75,11,338,46402145,137284.4526627219,565325.1645380836,1787
TRANSFER,1,75,11,419,15984610,38149.42720763723,139478.116896853,1787
CASH_IN,1,75,12,4,19950,4987.5,7020.8469337158085,1788
CASH_OUT,1,75,12,8,170350,21293.75,34901.98968438005,1788
DEBIT,1,75,12,9,1143900,127100.0,147623.61133978533,1788
PAYMENT,1,75,12,263,31846095,121087.81368821293,500214.98460954847,1788
TRANSFER,1,75,12,402,10542055,26224.01741293532,71494.21768532127,1788
CASH_IN,1,75,13,12,71950,5995.833333333333,9474.714155758651,1789
CASH_OUT,1,75,13,9,124700,13855.555555555555,13416.744306193577,1789
DEBIT,1,75,13,6,2420350,403391.6666666667,628856.9474981306,1789
PAYMENT,1,75,13,290,40312855,139009.8448275862,544582.3893276446,1789
TRANSFER,1,75,13,443,24894560,56195.39503386005,249004.42730511285,1789
CASH_IN,1,75,14,6,49200,8200.0,9652.668024955587,1790
CASH_OUT,1,75,14,8,94270,11783.75,8427.353740731936,1790
DEBIT,1,75,14,11,2524100,229463.63636363635,321725.80879602203,1790
PAYMENT,1,75,14,323,29818435,92317.13622291022,378382.9533384126,1790
TRANSFER,1,75,14,409,18893855,46195.24449877751,193190.60394468877,1790
CASH_IN,1,75,15,7,52250,7464.285714285715,10716.83699783174,1791
CASH_OUT,1,75,15,9,102900,11433.333333333334,10791.37386990183,1791
DEBIT,1,75,15,10,2144950,214495.0,307814.6091129096,1791
PAYMENT,1,75,15,301,27999175,93020.5149501661,411310.0240451039,1791
TRANSFER,1,75,15,399,13606320,34101.05263157895,123426.32167178461,1791
CASH_IN,1,75,16,5,6005,1201.0,486.3177973300997,1792
CASH_OUT,1,75,16,8,165700,20712.5,34688.61227302948,1792
DEBIT,1,75,16,1,385000,385000.0,0.0,1792
PAYMENT,1,75,16,257,13438410,52289.53307392996,368522.21999475046,1792
TRANSFER,1,75,16,311,4726790,15198.681672025723,31981.339380629222,1792
CASH_IN,1,75,17,2,2100,1050.0,0.0,1793
CASH_OUT,1,75,17,11,54350,4940.909090909091,5859.045066468519,1793
PAYMENT,1,75,17,201,3990355,19852.512437810947,83422.9738563131,1793
TRANSFER,1,75,17,287,7407740,25810.940766550524,104546.17805025715,1793
CASH_IN,1,75,18,6,12000,2000.0,543.1390245600107,1794
CASH_OUT,1,75,18,7,55660,7951.428571428572,10582.830715474049,1794
PAYMENT,1,75,18,190,2180650,11477.105263157895,20508.445409405227,1794
TRANSFER,1,75,18,278,3332485,11987.356115107914,29571.040633665943,1794
CASH_IN,1,75,19,8,18400,2300.0,2052.872551885702,1795
CASH_OUT,1,75,19,11,36210,3291.818181818182,5413.652312777056,1795
PAYMENT,1,75,19,189,4862895,25729.603174603173,200621.53017076652,1795
TRANSFER,1,75,19,269,2715140,10093.457249070632,18532.81854412321,1795
CASH_IN,1,75,20,8,22255,2781.875,3023.2881076971244,1796
CASH_OUT,1,75,20,8,62600,7825.0,9815.80358401695,1796
PAYMENT,1,75,20,164,1109535,6765.457317073171,11683.464192001204,1796
TRANSFER,1,75,20,279,5306650,19020.250896057347,125268.71498460283,1796
CASH_IN,1,75,21,4,3655,913.75,272.5,1797
CASH_OUT,1,75,21,6,73500,12250.0,14533.100151034534,1797
PAYMENT,1,75,21,169,1842645,10903.224852071005,21673.55839351803,1797
TRANSFER,1,75,21,266,3184320,11971.127819548872,33111.65483186178,1797
CASH_IN,1,75,22,5,7855,1571.0,1293.620887277258,1798
CASH_OUT,1,75,22,1,30500,30500.0,0.0,1798
PAYMENT,1,75,22,185,2080905,11248.135135135135,28321.670904713592,1798
TRANSFER,1,75,22,209,2773150,13268.66028708134,28138.489378334038,1798
CASH_IN,1,75,23,2,2600,1300.0,353.5533905932738,1799
CASH_OUT,1,75,23,5,48650,9730.0,12298.81091813351,1799
PAYMENT,1,75,23,151,1876200,12425.165562913908,22825.014037361285,1799
TRANSFER,1,75,23,202,3800560,18814.653465346535,97665.9790195108,1799
CASH_OUT,1,76,0,5,58400,11680.0,18410.3775083511,1800
PAYMENT,1,76,0,94,1318670,14028.404255319148,23888.895913454275,1800
TRANSFER,1,76,0,163,2327540,14279.386503067484,31395.771304335525,1800
CASH_IN,1,76,1,2,3300,1650.0,565.685424949238,1801
CASH_OUT,1,76,1,3,14100,4700.0,5029.164940623841,1801
PAYMENT,1,76,1,72,1395990,19388.75,63087.545180219175,1801
TRANSFER,1,76,1,131,1173925,8961.259541984733,21361.70385691603,1801
CASH_IN,1,76,2,3,16150,5383.333333333333,2081.6659994661327,1802
CASH_OUT,1,76,2,4,25750,6437.5,3066.5874083960716,1802
PAYMENT,1,76,2,49,667930,13631.224489795919,32382.270620707266,1802
TRANSFER,1,76,2,84,733115,8727.559523809523,22445.91904161913,1802
CASH_IN,1,76,3,2,7065,3532.5,4974.496205647361,1803
CASH_OUT,1,76,3,3,13035,4345.0,5337.867083395764,1803
PAYMENT,1,76,3,33,252665,7656.515151515152,10325.028033016459,1803
TRANSFER,1,76,3,70,1365465,19506.64285714286,65560.3835656595,1803
CASH_IN,1,76,4,1,1050,1050.0,0.0,1804
PAYMENT,1,76,4,31,647375,20883.064516129034,40502.47349807621,1804
TRANSFER,1,76,4,62,619220,9987.41935483871,14416.179712163335,1804
CASH_IN,1,76,5,4,38650,9662.5,14090.207888222705,1805
CASH_OUT,1,76,5,1,1050,1050.0,0.0,1805
PAYMENT,1,76,5,24,290860,12119.166666666666,25256.282673678517,1805
TRANSFER,1,76,5,66,860245,13034.015151515152,59517.26951850386,1805
CASH_IN,1,76,6,6,11410,1901.6666666666667,1724.472866317898,1806
PAYMENT,1,76,6,33,329065,9971.666666666666,11645.707140043778,1806
TRANSFER,1,76,6,48,482780,10057.916666666666,29945.673218405795,1806
CASH_OUT,1,76,7,1,25500,25500.0,0.0,1807
PAYMENT,1,76,7,42,407675,9706.547619047618,12279.975445280887,1807
TRANSFER,1,76,7,61,452425,7416.803278688524,14769.455136440289,1807
CASH_IN,1,76,8,4,36255,9063.75,14318.726302177392,1808
CASH_OUT,1,76,8,2,5300,2650.0,1979.8989873223331,1808
PAYMENT,1,76,8,41,1356980,33097.07317073171,163043.15288434993,1808
TRANSFER,1,76,8,96,1167775,12164.322916666666,23284.721494212645,1808
CASH_IN,1,76,9,1,1050,1050.0,0.0,1809
CASH_OUT,1,76,9,2,5300,2650.0,2262.741699796952,1809
PAYMENT,1,76,9,72,847595,11772.152777777777,26346.656091460296,1809
TRANSFER,1,76,9,113,2265170,20045.75221238938,83266.87722859754,1809
CASH_IN,1,76,10,7,49400,7057.142857142857,5344.422994379949,1810
CASH_OUT,1,76,10,5,48150,9630.0,11349.262090550204,1810
PAYMENT,1,76,10,94,1416780,15072.127659574468,43911.4889593679,1810
TRANSFER,1,76,10,152,1806430,11884.407894736842,25763.794324428614,1810
CASH_IN,1,76,11,5,66050,13210.0,7771.45417537799,1811
CASH_OUT,1,76,11,4,117450,29362.5,50481.355881817064,1811
PAYMENT,1,76,11,105,3239295,30850.428571428572,120951.65082409656,1811
TRANSFER,1,76,11,163,1834385,11253.895705521472,27162.30308641355,1811
CASH_IN,1,76,12,3,2205,735.0,545.5960043841964,1812
CASH_OUT,1,76,12,5,41100,8220.0,12517.767372818525,1812
PAYMENT,1,76,12,118,1176690,9971.949152542373,21938.017990416087,1812
TRANSFER,1,76,12,190,1902030,10010.684210526315,17458.186124477314,1812
CASH_IN,1,76,13,7,26800,3828.5714285714284,6486.643786970857,1813
CASH_OUT,1,76,13,3,124550,41516.666666666664,55666.200097845125,1813
PAYMENT,1,76,13,97,745525,7685.8247422680415,14580.206307847,1813
TRANSFER,1,76,13,173,1242780,7183.699421965318,11787.461924368194,1813
CASH_IN,1,76,14,4,42050,10512.5,13551.222269596201,1814
CASH_OUT,1,76,14,6,37000,6166.666666666667,4448.894993890805,1814
PAYMENT,1,76,14,105,1154485,10995.095238095239,21146.520774260407,1814
TRANSFER,1,76,14,172,2256485,13119.098837209302,49858.360715606,1814
CASH_IN,1,76,15,5,8905,1781.0,1300.5018262194021,1815
CASH_OUT,1,76,15,8,56175,7021.875,9720.09550860631,1815
PAYMENT,1,76,15,132,1458595,11049.962121212122,22698.16213510537,1815
TRANSFER,1,76,15,188,1882275,10012.101063829787,18666.451045286973,1815
CASH_IN,1,76,16,7,7285,1040.7142857142858,307.84775148640944,1816
CASH_OUT,1,76,16,2,6555,3277.5,3920.907101679406,1816
PAYMENT,1,76,16,128,1122680,8770.9375,14699.445992961777,1816
TRANSFER,1,76,16,190,2108605,11097.921052631578,25655.25292023335,1816
CASH_IN,1,76,17,4,18800,4700.0,2913.760456866693,1817
CASH_OUT,1,76,17,4,33650,8412.5,10825.538862646361,1817
PAYMENT,1,76,17,140,1080120,7715.142857142857,12525.797938982652,1817
TRANSFER,1,76,17,183,1888810,10321.36612021858,21692.381095076,1817
CASH_IN,1,76,18,3,31565,10521.666666666666,17309.48174652648,1818
CASH_OUT,1,76,18,5,18450,3690.0,2616.8683574073802,1818
PAYMENT,1,76,18,125,1442350,11538.8,29322.80992701976,1818
TRANSFER,1,76,18,207,1955150,9445.169082125603,20195.794575585125,1818
CASH_IN,1,76,19,3,157555,52518.333333333336,88755.08863345996,1819
CASH_OUT,1,76,19,5,75300,15060.0,14525.813230246353,1819
PAYMENT,1,76,19,126,1473645,11695.595238095239,38287.094768901654,1819
TRANSFER,1,76,19,174,2237185,12857.385057471265,71518.51446434087,1819
CASH_IN,1,76,20,3,14150,4716.666666666667,3511.8845842842466,1820
CASH_OUT,1,76,20,4,54100,13525.0,18645.844040965265,1820
PAYMENT,1,76,20,131,1263895,9648.053435114503,16800.8970293086,1820
TRANSFER,1,76,20,206,2257260,10957.57281553398,45773.344985408374,1820
CASH_IN,1,76,21,1,25500,25500.0,0.0,1821
CASH_OUT,1,76,21,2,3100,1550.0,707.1067811865476,1821
PAYMENT,1,76,21,152,1270395,8357.861842105263,13677.377253834155,1821
TRANSFER,1,76,21,211,1737245,8233.388625592417,15652.272503824013,1821
CASH_IN,1,76,22,4,35650,8912.5,14399.385114186878,1822
CASH_OUT,1,76,22,4,34150,8537.5,14643.56371698274,1822
PAYMENT,1,76,22,126,832580,6607.777777777777,9325.66931765341,1822
TRANSFER,1,76,22,198,3059580,15452.424242424242,79033.84783904617,1822
CASH_OUT,1,76,23,2,11650,5825.0,6611.44840409422,1823
PAYMENT,1,76,23,114,665540,5838.070175438596,7364.707081894804,1823
TRANSFER,1,76,23,195,1391930,7138.102564102564,15734.562791083194,1823
CASH_IN,1,77,0,3,18600,6200.0,4226.99656966977,1824
CASH_OUT,1,77,0,1,1050,1050.0,0.0,1824
PAYMENT,1,77,0,108,4832010,44740.833333333336,277966.689306084,1824
TRANSFER,1,77,0,149,2488765,16703.120805369126,43210.95044081792,1824
CASH_IN,1,77,1,2,17550,8775.0,9510.586206959064,1825
CASH_OUT,1,77,1,1,2050,2050.0,0.0,1825
PAYMENT,1,77,1,82,819940,9999.268292682927,23016.047288605565,1825
TRANSFER,1,77,1,139,1269375,9132.194244604316,34711.17892600323,1825
CASH_IN,1,77,2,2,8100,4050.0,4242.640687119285,1826
CASH_OUT,1,77,2,2,2600,1300.0,353.5533905932738,1826
PAYMENT,1,77,2,63,1039975,16507.539682539682,29395.567060371864,1826
